Rank,Species (50 CFR Part 17),Status,"SpeciesTotal","CumulativeTotal","CumulativePercent"
1150,Polystichum calderonense (=Sci name),E,$500,"$793,094,072",100.0
1150,Tectaria estremerana (=Sci name),E,$500,"$793,094,572",100.0
1150,Thelypteris inabonensis (=Sci name),E,$500,"$793,095,072",100.0
1150,Thelypteris verecunda (=Sci name),E,$500,"$793,095,572",100.0
1150,Thelypteris yaucoensis (=Sci name),E,$500,"$793,096,072",100.0
1165,"Potentilla, Hickman's (Potentilla hickmanii)",E,$499,"$793,096,571",100.0
1165,"Clover, Monterey (Trifolium trichocalyx)",E,$499,"$793,097,070",100.0
1167,A`e (Zanthoxylum dipetalum var. tomentosum),E,$471,"$793,097,541",100.0
1168,"Milk-vetch, coastal dunes (Astragalus tener var. titi)",E,$468,"$793,098,009",100.0
1169,Awiwi (Hedyotis cookiana),E,$463,"$793,098,472",100.0
1170,Olulu (Brighamia insignis),E,$462,"$793,098,934",100.0
1171,`Oha wai (Clermontia drepanomorpha),E,$435,"$793,099,369",100.0
1171,Holei (Ochrosia kilaueaensis),E,$435,"$793,099,804",100.0
1171,Haha (Cyanea copelandii ssp. copelandii),E,$435,"$793,100,239",100.0
1171,Mariscus fauriei (=Sci name),E,$435,"$793,100,674",100.0
1175,"Amphipod, Peck's cave (Stygobromus (=Stygonectes) pecki)",E,$320,"$793,100,994",100.0
1176,"Milk-vetch, Deseret (Astragalus desereticus)",T,$300,"$793,101,294",100
1177,Lo`ulu (Pritchardia remota),E,$275,"$793,101,569",100
1177,Kamakahala (Labordia lydgatei),E,$275,"$793,101,844",100
1179,"Sandwort, Bear Valley (Arenaria ursina)",T,$266,"$793,102,110",100
1179,"Paintbrush, ash-grey (Castilleja cinerea)",T,$266,"$793,102,376",100
1179,"Bluegrass, San Bernardino (Poa atropurpurea)",E,$266,"$793,102,642",100
1179,"Buckwheat, cushenbury (Eriogonum ovalifolium var. vineum)",E,$266,"$793,102,908",100
1179,"Bladderpod, San Bernardino Mountains (Lesquerella kingii ssp.bernardina)",E,$266,"$793,103,174",100
1179,"Mustard, slender-petaled (Thelypodium stenopetalum)",E,$266,"$793,103,440",100
1179,"Bird's-beak, Pennell's (Cordylanthus tenuis ssp. capillaris)",E,$266,"$793,103,706",100
1179,"Oxytheca, cushenbury (Oxytheca parishii var. goodmaniana)",E,$266,"$793,103,972",100
1187,Oha (Delissea rivularis),E,$261,"$793,104,233",100
1187,Phyllostegia knudsenii (=Sci name),E,$261,"$793,104,494",100
1187,"Hedyotis, Na Pali beach (Hedyotis st.-johnii)",E,$261,"$793,104,755",100
1187,Alani (Melicope haupuensis),E,$261,"$793,105,016",100
1187,Alani (Melicope quadrangularis),E,$261,"$793,105,277",100
1187,`Aiea (Nothocestrum peltatum),E,$261,"$793,105,538",100
1187,Nani wai`ale`ale (Viola kauaiensis var. wahiawaensis),E,$261,"$793,105,799",100
1187,Xylosma crenatum (=Sci name),E,$261,"$793,106,060",100
1187,Schiedea helleri (=Sci name),E,$261,"$793,106,321",100
1187,Haha (Cyanea asarifolia),E,$261,"$793,106,582",100
1187,Na`ena`e (Dubautia pauciflorula),E,$261,"$793,106,843",100
1187,Phyllostegia waimeae (=Sci name),E,$261,"$793,107,104",100
1187,Phyllostegia wawrana (=Sci name),E,$261,"$793,107,365",100
1187,Hau kuahiwi (Hibiscadelphus woodii),E,$261,"$793,107,626",100
1187,Kamakahala (Labordia tinifolia var. wahiawaensis),E,$261,"$793,107,887",100
1202,Amaranthus brownii (=Sci name),E,$241,"$793,108,128",100
1202,Gahnia lanaiensis (=Sci name),E,$241,"$793,108,369",100
1202,Pilo (Hedyotis mannii),E,$241,"$793,108,610",100
1202,Alani (Melicope balloui),E,$241,"$793,108,851",100
1202,Viola lanaiensis (=Sci name),E,$241,"$793,109,092",100
1202,Lysimachia lydgatei (=Sci name),E,$241,"$793,109,333",100
1202,Stenogyne bifida (=Sci name),E,$241,"$793,109,574",100
1209,"Love grass, Fosberg's (Eragrostis fosbergii)",E,$237,"$793,109,811",100
1209,Nehe (Lipochaeta lobata var. leptophylla),E,$237,"$793,110,048",100
1209,Lysimachia filifolia (=Sci name),E,$237,"$793,110,285",100
1209,`Akoko (Chamaesyce kuwaleana),E,$237,"$793,110,522",100
1213,Achyranthes mutica (=Sci name),E,$235,"$793,110,757",100
1214,Schiedea sarmentosa (=Sci name),E,$233,"$793,110,990",100
1214,Schiedea verticillata (=Sci name),E,$233,"$793,111,223",100
1214,Ko`oko`olau (Bidens wiebkei),E,$233,"$793,111,456",100
1214,Haha (Cyanea mceldowneyi),E,$233,"$793,111,689",100
1214,Gouania hillebrandii (=Sci name),E,$233,"$793,111,922",100
1214,Hesperomannia lydgatei (=Sci name),E,$233,"$793,112,155",100
1214,Alani (Melicope munroi),E,$233,"$793,112,388",100
1214,Alani (Melicope reflexa),E,$233,"$793,112,621",100
1214,Neraudia sericea (=Sci name),E,$233,"$793,112,854",100
1214,Phyllostegia glabra var. lanaiensis (=Sci name),E,$233,"$793,113,087",100
1214,"Bluegrass, Hawaiian (Poa sandvicensis)",E,$233,"$793,113,320",100
1214,Tetramolopium rockii (=Sci name),T,$233,"$793,113,553",100
1214,Viola helenae (=Sci name),E,$233,"$793,113,786",100
1214,Ha`iwale (Cyrtandra munroi),E,$233,"$793,114,019",100
1214,Kamakahala (Labordia tinifolia var. lanaiensis),E,$233,"$793,114,252",100
1214,Nehe (Lipochaeta kamolensis),E,$233,"$793,114,485",100
1214,"Bluegrass, Mann's (Poa mannii)",E,$233,"$793,114,718",100
1214,Poa siphonoglossa (=Sci name),E,$233,"$793,114,951",100
1214,Haha (Cyanea macrostegia ssp. gibsonii),E,$233,"$793,115,184",100
1214,Ma`oli`oli (Schiedea apokremnos),E,$233,"$793,115,417",100
1214,Schiedea lydgatei (=Sci name),E,$233,"$793,115,650",100
1214,Schiedea spergulina var. leiopoda (=Sci name),E,$233,"$793,115,883",100
1214,Schiedea spergulina var. spergulina (=Sci name),T,$233,"$793,116,116",100
1214,Laulihilihi (Schiedea stellarioides),E,$233,"$793,116,349",100
1214,Haha (Cyanea mannii),E,$233,"$793,116,582",100
1214,Haha (Cyanea recta),T,$233,"$793,116,815",100
1214,Mapele (Cyrtandra cyaneoides),E,$233,"$793,117,048",100
1214,Ha`iwale (Cyrtandra limahuliensis),T,$233,"$793,117,281",100
1214,Na`ena`e (Dubautia plantaginea ssp. humilis),E,$233,"$793,117,514",100
1214,Lo`ulu (Pritchardia napaliensis),E,$233,"$793,117,747",100
1214,Haha (Cyanea remyi),E,$233,"$793,117,980",100
1245,"Sculpin, pygmy (Cottus paulus (=pygmaeus))",T,$200,"$793,118,180",100
1245,"Blossom, turgid (pearlymussel)Entire Range; Except where listed as Experimental Populations(Epioblasma turgidula)",E,$200,"$793,118,380",100
1247,"Butterfly, Lange's metalmark (Apodemia mormo langei)",E,$180,"$793,118,560",100
1248,Diellia pallida (=Sci name),E,$161,"$793,118,721",100
1249,Diellia unisora (=Sci name),E,$137,"$793,118,858",100
1250,Pamakani (Tetramolopium capillare),E,$133,"$793,118,991",100
1251,"Goldfields, Burke's (Lasthenia burkei)",E,$123,"$793,119,114",100
1252,"Amphipod, Hay's Spring (Stygobromus hayi)",E,$113,"$793,119,227",100
1253,"Blossom, tubercled (pearlymussel)Entire Range; Except where listed as Experimental Populations(Epioblasma torulosa torulosa)",E,$100,"$793,119,327",100
1253,"Springsnail, Socorro (Pyrgulopsis neomexicana)",E,$100,"$793,119,427",100
1253,"Oak, Hinckley (Quercus hinckleyi)",T,$100,"$793,119,527",100
1253,"Harebells, Avon Park (Crotalaria avonensis)",E,$100,"$793,119,627",100
1253,"Fern, Alabama streak-sorus (Thelypteris pilosa var. alabamensis)",T,$100,"$793,119,727",100
1258,"Mesa-mint, Otay (Pogogyne nudiuscula)",E,$90,"$793,119,817",100
1258,"Ceanothus, Vail Lake (Ceanothus ophiochilus)",T,$90,"$793,119,907",100
1260,"Seal, Caribbean monk (Monachus tropicalis)",E,$0,"$793,119,907",100
1260,"Bat, little Mariana fruit (Pteropus tokudae)",E,$0,"$793,119,907",100
1260,"Otter, southern seasouth of Pt. Conception, CA (Enhydra lutris nereis)",EXPN,$0,"$793,119,907",100
1260,"Puma (=mountain lion)FL (Puma (=Felis) concolor (all subsp. except coryi))",SAT,$0,"$793,119,907",100
1260,"Crow, white-necked (Corvus leucognaphalus)",E,$0,"$793,119,907",100
1260,"Sea turtle, olive ridleyMexican nesting pop. (Lepidochelys olivacea)",E,$0,"$793,119,907",100
1260,"Salamander, desert slender (Batrachoseps aridus)",E,$0,"$793,119,907",100
1260,"Coqui, golden (Eleutherodactylus jasperi)",T,$0,"$793,119,907",100
1260,"Darter, Maryland (Etheostoma sellare)",E,$0,"$793,119,907",100
1260,"Dace, Independence Valley speckled (Rhinichthys osculuslethoporus)",E,$0,"$793,119,907",100
1260,"Bean, Cumberland (pearlymussel)AL; Free-Flowing Reach of the Tennessee River below the WilsonDam, Colbert and Lauderdale Counties, AL (Villosa trabalis)",EXPN,$0,"$793,119,907",100
1260,"Blossom, tubercled (pearlymussel)AL; Free-Flowing Reach of the Tennessee River below the WilsonDam, Colbert and Lauderdale Counties, AL (Epioblasma torulosatorulosa)",EXPN,$0,"$793,119,907",100
1260,"Blossom, turgid (pearlymussel)AL; Free-Flowing Reach of the Tennessee River below the WilsonDam, Colbert and Lauderdale Counties, AL (Epioblasma turgidula)",EXPN,$0,"$793,119,907",100
1260,"Blossom, yellow (pearlymussel)Entire Range; Except where listed as Experimental Populations(Epioblasma florentina florentina)",E,$0,"$793,119,907",100
1260,"Blossom, yellow (pearlymussel)AL; Free-Flowing Reach of the Tennessee River below the WilsonDam, Colbert and Lauderdale Counties, AL (Epioblasma florentinaflorentina)",EXPN,$0,"$793,119,907",100
1260,"Catspaw (=purple cat's paw pearlymussel)AL; Free-Flowing Reach of the Tennessee River below the WilsonDam, Colbert and Lauderdale Counties, AL (Epioblasma obliquataobliquata)",EXPN,$0,"$793,119,907",100
1260,"Monkeyface, Cumberland (pearlymussel)AL; Free-Flowing Reach of the Tennessee River below the WilsonDam, Colbert and Lauderdale Counties, AL (Quadrula intermedia)",EXPN,$0,"$793,119,907",100
1260,"Pearlymussel, birdwingAL; Free-Flowing Reach of the Tennessee River below the WilsonDam, Colbert, and Lauderdale Counties, AL (Conradilla caelata)",EXPN,$0,"$793,119,907",100
1260,"Pearlymussel, dromedaryAL; Free-Flowing Reach of the Tennessee River below the WilsonDam, Colbert and Lauderdale Counties, AL (Dromus dromas)",EXPN,$0,"$793,119,907",100
1260,"Pigtoe, shinyAL; Free-Flowing Reach of the Tennessee River below the WilsonDam, Colbert and Lauderdale Counties, AL (Fusconaia cor)",EXPN,$0,"$793,119,907",100
1260,"Riversnail, Anthony'sAL; Free-Flowing Reach of the Tennessee River below the WilsonDam, Colbert and Lauderdale Counties, AL (Athearnia anthonyi)",EXPN,$0,"$793,119,907",100
1260,"Campeloma, slender (Campeloma decampi)",E,$0,"$793,119,907",100
1260,"Shrimp, Squirrel Chimney Cave (Palaemonetes cummingi)",T,$0,"$793,119,907",100
1260,"Rock-cress, Hoffmann's (Arabis hoffmannii)",E,$0,"$793,119,907",100
1260,"Milk-vetch, Braunton's (Astragalus brauntonii)",E,$0,"$793,119,907",100
1260,"Milk-vetch, Clara Hunt's (Astragalus clarianus)",E,$0,"$793,119,907",100
1260,"Barberry, Nevin's (Berberis nevinii)",E,$0,"$793,119,907",100
1260,"Barberry, island (Berberis pinnata ssp. insularis)",E,$0,"$793,119,907",100
1260,"Sedge, white (Carex albida)",E,$0,"$793,119,907",100
1260,"Mountain-mahogany, Catalina Island (Cercocarpus traskiae)",E,$0,"$793,119,907",100
1260,"Clarkia, Vine Hill (Clarkia imbricata)",E,$0,"$793,119,907",100
1260,"Larkspur, yellow (Delphinium luteum)",E,$0,"$793,119,907",100
1260,"Liveforever, Laguna Beach (Dudleya stolonifera)",T,$0,"$793,119,907",100
1260,"Wild-buckwheat, southern mountain (Eriogonum kennedyi var.austromontanum)",T,$0,"$793,119,907",100
1260,"Lily, Pitkin Marsh (Lilium pardalinum ssp. pitkinense)",E,$0,"$793,119,907",100
1260,"Woodland-star, San Clemente Island (Lithophragma maximum)",E,$0,"$793,119,907",100
1260,"Bush-mallow, Santa Cruz Island (Malacothamnus fasciculatus var.nesioticus)",E,$0,"$793,119,907",100
1260,"Monardella, willowy (Monardella linoides ssp. viminea)",E,$0,"$793,119,907",100
1260,"Allocarya, Calistoga (Plagiobothrys strictus)",E,$0,"$793,119,907",100
1260,"Bluegrass, Napa (Poa napensis)",E,$0,"$793,119,907",100
1260,"Taraxacum, California (Taraxacum californicum)",E,$0,"$793,119,907",100
1260,"Milk-vetch, Ash meadows (Astragalus phoenix)",T,$0,"$793,119,907",100
1260,"Barberry, Truckee (Berberis (=Mahonia) sonnei)",E,$0,"$793,119,907",100
1260,"Birch, Virginia round-leaf (Betula uber)",T,$0,"$793,119,907",100
1260,"Sunshine, Sonoma (Blennosperma bakeri)",E,$0,"$793,119,907",100
1260,"Mariposa lily, Tiburon (Calochortus tiburonensis)",T,$0,"$793,119,907",100
1260,"Bellflower, Brooksville (Campanula robinsiae)",E,$0,"$793,119,907",100
1260,"Indian paintbrush, San Clemente Island (Castilleja grisea)",E,$0,"$793,119,907",100
1260,"Ceanothus, coyote (Ceanothus ferrisae)",E,$0,"$793,119,907",100
1260,"Centaury, spring-loving (Centaurium namophilum)",T,$0,"$793,119,907",100
1260,"Thistle, fountain (Cirsium fontinale var. fontinale)",E,$0,"$793,119,907",100
1260,"Cactus, Nellie cory (Coryphantha minima)",E,$0,"$793,119,907",100
1260,"Larkspur, San Clemente Island (Delphinium variegatum ssp.kinkiense)",E,$0,"$793,119,907",100
1260,"Liveforever, Santa Barbara Island (Dudleya traskiae)",E,$0,"$793,119,907",100
1260,"Wallflower, Contra Costa (Erysimum capitatum var. angustatum)",E,$0,"$793,119,907",100
1260,"Ivesia, Ash Meadows (Ivesia kingii var. eremica)",T,$0,"$793,119,907",100
1260,"Water-willow, Cooley's (Justicia cooleyi)",E,$0,"$793,119,907",100
1260,"Meadowfoam, Sebastopol (Limnanthes vinculans)",E,$0,"$793,119,907",100
1260,"Broom, San Clemente Island (Lotus dendroideus ssp. traskiae)",E,$0,"$793,119,907",100
1260,"Blazingstar, Ash Meadows (Mentzelia leucophylla)",T,$0,"$793,119,907",100
1260,"Evening-primrose, Antioch Dunes (Oenothera deltoides ssp. howellii)",E,$0,"$793,119,907",100
1260,"Jewelflower, Metcalf Canyon (Streptanthus albidus ssp. albidus)",E,$0,"$793,119,907",100
1260,"Jewelflower, Tiburon (Streptanthus niger)",E,$0,"$793,119,907",100
1260,"Bluecurls, Hidden Lake (Trichostema austromontanum ssp.compactum)",T,$0,"$793,119,907",100
1260,"Thornmint, San Mateo (Acanthomintha obovata ssp. duttonii)",E,$0,"$793,119,907",100
1260,"Paintbrush, Tiburon (Castilleja affinis ssp. neglecta)",E,$0,"$793,119,907",100
1260,"Aster, Florida golden (Chrysopsis floridana)",E,$0,"$793,119,907",100
1260,"Cat's-eye, Terlingua Creek (Cryptantha crassipes)",E,$0,"$793,119,907",100
1260,"Sunray, Ash Meadows (Enceliopsis nudicaulis var. corrugata)",T,$0,"$793,119,907",100
1260,"Gumplant, Ash Meadows (Grindelia fraxino-pratensis)",T,$0,"$793,119,907",100
1260,"Niterwort, Amargosa (Nitrophila mohavensis)",E,$0,"$793,119,907",100
1260,"Checker-mallow, pedate (Sidalcea pedata)",E,$0,"$793,119,907",100
1260,"Thelypody, Howell's spectacular (Thelypodium howellii spectabilis)",T,$0,"$793,119,907",100
1260,"Penny-cress, Kneeland Prairie (Thlaspi californicum)",E,$0,"$793,119,907",100
1260,"Mint, longspurred (Dicerandra cornutissima)",E,$0,"$793,119,907",100
1260,"Sunflower, San Mateo woolly (Eriophyllum latilobum)",E,$0,"$793,119,907",100
1260,"Milk-vetch, Cushenbury (Astragalus albens)",E,$0,"$793,119,907",100
1260,"Spineflower, Ben Lomond (Chorizanthe pungens var. hartwegiana)",E,$0,"$793,119,907",100
1260,"Dudleya, Santa Clara Valley (Dudleya setchellii)",E,$0,"$793,119,907",100
1260,"Malacothrix, island (Malacothrix squalida)",E,$0,"$793,119,907",100
1260,"Crownbeard, big-leaved (Verbesina dissita)",T,$0,"$793,119,907",100
