Rank,Species (50 CFR Part 17),Status,"SpeciesTotal ($)","CumulativeTotal ($)","CumulativePercent ($)"
1197,"Catspaw (=purple cat's paw pearlymussel)AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL (Epioblasma obliquata obliquata)",EXPN,0,"684,829,309",100
1197,"Lampmussel, AlabamaAL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL (Lampsilis virescens)",EXPN,0,"684,829,309",100
1197,"Monkeyface, Cumberland (pearlymussel)AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL (Quadrula intermedia)",EXPN,0,"684,829,309",100
1197,"Pearlymussel, birdwingAL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL (Conradilla caelata)",EXPN,0,"684,829,309",100
1197,"Pearlymussel, dromedaryAL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL (Dromus dromas)",EXPN,0,"684,829,309",100
1197,"Pigtoe, finerayedAL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL (Fusconaia cuneolus)",EXPN,0,"684,829,309",100
1197,"Pigtoe, shinyAL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL (Fusconaia cor)",EXPN,0,"684,829,309",100
1197,"ClubshellAL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL (Pleurobema clava)",EXPN,0,"684,829,309",100
1197,"Pearlymussel, crackingAL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL (Hemistena lata)",EXPN,0,"684,829,309",100
1197,"Pocketbook, speckled (Lampsilis streckeri)",E,0,"684,829,309",100
1197,"Shagreen, Magazine Mountain (Mesodon magazinensis)",T,0,"684,829,309",100
1197,"Snail, painted snake coiled forest (Anguispira picta)",T,0,"684,829,309",100
1197,"Snail, Virginia fringed mountain (Polygyriscus virginianus)",E,0,"684,829,309",100
1197,"Snail, armored (Pyrgulopsis (=Marstonia) pachyta)",E,0,"684,829,309",100
1197,"Elimia, lacy (snail) (Elimia crenatella)",T,0,"684,829,309",100
1197,"Lioplax, cylindrical (snail) (Lioplax cyclostomaformis)",E,0,"684,829,309",100
1197,"Pebblesnail, flat (Lepyrium showalteri)",E,0,"684,829,309",100
1197,"Rocksnail, painted (Leptoxis taeniata)",T,0,"684,829,309",100
1197,"Rocksnail, plicate (Leptoxis plicata)",E,0,"684,829,309",100
1197,"Rocksnail, round (Leptoxis ampla)",T,0,"684,829,309",100
1197,"Campeloma, slender (Campeloma decampi)",E,0,"684,829,309",100
1197,"Butterfly, San Bruno elfin (Callophrys mossii bayensis)",E,0,"684,829,309",100
1197,"Shrimp, Squirrel Chimney Cave (Palaemonetes cummingi)",T,0,"684,829,309",100
1197,"Crayfish, cave (Cambarus aculabrum)",E,0,"684,829,309",100
1197,"Manzanita, pallid (Arctostaphylos pallida)",T,0,"684,829,309",100
1197,"Barberry, island (Berberis pinnata ssp. insularis)",E,0,"684,829,309",100
1197,"Brodiaea, Chinese Camp (Brodiaea pallida)",T,0,"684,829,309",100
1197,"Pussypaws, Mariposa (Calyptridium pulchellum)",T,0,"684,829,309",100
1197,"Clarkia, Vine Hill (Clarkia imbricata)",E,0,"684,829,309",100
1197,"Dudleya, Santa Cruz Island (Dudleya nesiotica)",T,0,"684,829,309",100
1197,"Liveforever, Laguna Beach (Dudleya stolonifera)",T,0,"684,829,309",100
1197,"Lily, Pitkin Marsh (Lilium pardalinum ssp. pitkinense)",E,0,"684,829,309",100
1197,"Woodland-star, San Clemente Island (Lithophragma maximum)",E,0,"684,829,309",100
1197,"Lupine, Nipomo Mesa (Lupinus nipomensis)",E,0,"684,829,309",100
1197,"Bush-mallow, Santa Cruz Island (Malacothamnus fasciculatus var.nesioticus)",E,0,"684,829,309",100
1197,"Navarretia, few-flowered (Navarretia leucocephala ssp. pauciflora (=N.pauciflora))",E,0,"684,829,309",100
1197,"Navarretia, many-flowered (Navarretia leucocephala ssp. plieantha)",E,0,"684,829,309",100
1197,"Stonecrop, Lake County (Parvisedum leiocarpum)",E,0,"684,829,309",100
1197,"Allocarya, Calistoga (Plagiobothrys strictus)",E,0,"684,829,309",100
1197,"Bluegrass, Napa (Poa napensis)",E,0,"684,829,309",100
1197,"Fiddleneck, large-flowered (Amsinckia grandiflora)",E,0,"684,829,309",100
1197,"Manzanita, Presidio (Arctostaphylos hookeri var. ravenii)",E,0,"684,829,309",100
1197,"Poppy, Sacramento prickly (Argemone pleiacantha ssp. pinnatisecta)",E,0,"684,829,309",100
1197,"Milk-vetch, Ash meadows (Astragalus phoenix)",T,0,"684,829,309",100
1197,"Bellflower, Brooksville (Campanula robinsiae)",E,0,"684,829,309",100
1197,"Indian paintbrush, San Clemente Island (Castilleja grisea)",E,0,"684,829,309",100
1197,"Centaury, spring-loving (Centaurium namophilum)",T,0,"684,829,309",100
1197,"Cactus, Nellie cory (Coryphantha minima)",E,0,"684,829,309",100
1197,"Larkspur, San Clemente Island (Delphinium variegatum ssp. kinkiense)",E,0,"684,829,309",100
1197,"Pitaya, Davis' green (Echinocereus viridiflorus var. davisii)",E,0,"684,829,309",100
1197,"Cactus, Lloyd's Mariposa (Echinomastus mariposensis)",T,0,"684,829,309",100
1197,"Wallflower, Contra Costa (Erysimum capitatum var. angustatum)",E,0,"684,829,309",100
1197,"Ivesia, Ash Meadows (Ivesia kingii var. eremica)",T,0,"684,829,309",100
1197,"Water-willow, Cooley's (Justicia cooleyi)",E,0,"684,829,309",100
1197,"Bladderpod, lyrate (Lesquerella lyrata)",T,0,"684,829,309",100
1197,"Broom, San Clemente Island (Lotus dendroideus ssp. traskiae)",E,0,"684,829,309",100
1197,"Bush-mallow, San Clemente Island (Malacothamnus clementinus)",E,0,"684,829,309",100
1197,"Blazingstar, Ash Meadows (Mentzelia leucophylla)",T,0,"684,829,309",100
1197,"Oak, Hinckley (Quercus hinckleyi)",T,0,"684,829,309",100
1197,Pamakani (Tetramolopium capillare),E,0,"684,829,309",100
1197,Palo de ramon (Banara vanderbiltii),E,0,"684,829,309",100
1197,"Boxwood, Vahl's (Buxus vahlii)",E,0,"684,829,309",100
1197,"Manaca, palma de (Calyptronoma rivalis)",T,0,"684,829,309",100
1197,Chamaecrista glandulosa var. mirabilis (=Sci name),E,0,"684,829,309",100
1197,Palo de nigua (Cornutia obovata),E,0,"684,829,309",100
1197,Higuero de sierra (Crescentia portoricensis),E,0,"684,829,309",100
1197,"Cat's-eye, Terlingua Creek (Cryptantha crassipes)",E,0,"684,829,309",100
1197,Daphnopsis hellerana (=Sci name),E,0,"684,829,309",100
1197,"Thistle, Loch Lomond coyote (Eryngium constancei)",E,0,"684,829,309",100
1197,Uvillo (Eugenia haematocarpa),E,0,"684,829,309",100
1197,"Spurge, telephus (Euphorbia telephioides)",T,0,"684,829,309",100
1197,"Goetzea, beautiful (Goetzea elegans)",E,0,"684,829,309",100
1197,"Gumplant, Ash Meadows (Grindelia fraxino-pratensis)",T,0,"684,829,309",100
1197,"Higo, chumbo (Harrisia portoricensis)",T,0,"684,829,309",100
1197,"Holly, Cook's (Ilex cookii)",E,0,"684,829,309",100
1197,Lepanthes eltoroensis (=Sci name),E,0,"684,829,309",100
1197,"Bladderpod, San Bernardino Mountains (Lesquerella kingii ssp.bernardina)",E,0,"684,829,309",100
1197,Mitracarpus maxwelliae (=Sci name),E,0,"684,829,309",100
1197,Mitracarpus polycladus (=Sci name),E,0,"684,829,309",100
1197,"Niterwort, Amargosa (Nitrophila mohavensis)",E,0,"684,829,309",100
1197,Palo de rosa (Ottoschulzia rhodoxylon),E,0,"684,829,309",100
1197,"Peperomia, Wheeler's (Peperomia wheeleri)",E,0,"684,829,309",100
1197,Chupacallos (Pleodendron macranthum),E,0,"684,829,309",100
1197,"Mesa-mint, Otay (Pogogyne nudiuscula)",E,0,"684,829,309",100
1197,Erubia (Solanum drymophilum),E,0,"684,829,309",100
1197,Cobana negra (Stahlia monosperma),T,0,"684,829,309",100
1197,Palo colorado (Ternstroemia luquillensis),E,0,"684,829,309",100
1197,Ternstroemia subsessilis (=Sci name),E,0,"684,829,309",100
1197,Bariaco (Trichilia triacantha),E,0,"684,829,309",100
1197,"Mint, longspurred (Dicerandra cornutissima)",E,0,"684,829,309",100
1197,Myrcia paganii (=Sci name),E,0,"684,829,309",100
1197,Palo de jazmin (Styrax portoricensis),E,0,"684,829,309",100
1197,Gesneria pauciflora (=Sci name),T,0,"684,829,309",100
1197,Schoepfia arenaria (=Sci name),T,0,"684,829,309",100
1197,Aristida chaseae (=Sci name),E,0,"684,829,309",100
1197,Auerodendron pauciflorum (=Sci name),E,0,"684,829,309",100
1197,Catesbaea melanocarpa (=Sci name),E,0,"684,829,309",100
1197,"Ipomopsis, Holy Ghost (Ipomopsis sancti-spiritus)",E,0,"684,829,309",100
1197,"Walnut, West Indian or nogal (Juglans jamaicensis)",E,0,"684,829,309",100
1197,Leptocereus grantianus (=Sci name),E,0,"684,829,309",100
1197,Lyonia truncata var. proctorii (=Sci name),E,0,"684,829,309",100
1197,Vernonia proctorii (=Sci name),E,0,"684,829,309",100
1197,Cranichis ricartii (=Sci name),E,0,"684,829,309",100
1197,Ilex sintenisii (=Sci name),E,0,"684,829,309",100
1197,"Ceanothus, Vail Lake (Ceanothus ophiochilus)",T,0,"684,829,309",100
1197,Eugenia woodburyana (=Sci name),E,0,"684,829,309",100
1197,"Malacothrix, island (Malacothrix squalida)",E,0,"684,829,309",100
1197,"Fern, pendant kihi (Adenophorus periens)",E,0,"684,829,309",100
1197,"Diellia, asplenium-leaved (Diellia erecta)",E,0,"684,829,309",100
1197,Diplazium molokaiense (=Sci name),E,0,"684,829,309",100
1197,"Fern, Elfin tree (Cyathea dryopteroides)",E,0,"684,829,309",100
1197,Adiantum vivesii (=Sci name),E,0,"684,829,309",100
1197,Diellia unisora (=Sci name),E,0,"684,829,309",100
1197,Elaphoglossum serpens (=Sci name),E,0,"684,829,309",100
1197,Polystichum calderonense (=Sci name),E,0,"684,829,309",100
1197,Tectaria estremerana (=Sci name),E,0,"684,829,309",100
1197,Thelypteris inabonensis (=Sci name),E,0,"684,829,309",100
1197,Thelypteris verecunda (=Sci name),E,0,"684,829,309",100
1197,Thelypteris yaucoensis (=Sci name),E,0,"684,829,309",100
1197,Diellia pallida (=Sci name),E,0,"684,829,309",100
